"category","sub_category","role","relative_path","extension","width","height","size_bytes","recommended_use"
"character_clothes_layers","c/briaryoung_heart_cut_bikini_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_green/body-def-0.png",".png","1280","850","70359","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_green/body-def-1.png",".png","1280","850","34590","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_green/body-leaning-def-0.png",".png","1280","850","84229","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_green/body-leaning-def-1.png",".png","1280","850","27704","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_pink","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_pink/body-def-0.png",".png","1280","850","67010","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_pink","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_pink/body-def-1.png",".png","1280","850","33869","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_pink","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_pink/body-leaning-def-0.png",".png","1280","850","81522","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_pink","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_pink/body-leaning-def-1.png",".png","1280","850","27685","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_purple","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_purple/body-def-0.png",".png","1280","850","57764","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_purple","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_purple/body-def-1.png",".png","1280","850","30323","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_purple","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_purple/body-leaning-def-0.png",".png","1280","850","70950","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_purple","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_purple/body-leaning-def-1.png",".png","1280","850","27502","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_white/body-def-0.png",".png","1280","850","89748","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_white/body-def-1.png",".png","1280","850","41048","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_white/body-leaning-def-0.png",".png","1280","850","104727","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_white/body-leaning-def-1.png",".png","1280","850","30287","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_yellow","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_yellow/body-def-0.png",".png","1280","850","68792","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_yellow","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_yellow/body-def-1.png",".png","1280","850","34555","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_yellow","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_yellow/body-leaning-def-0.png",".png","1280","850","82919","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_heart_cut_bikini_yellow","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_heart_cut_bikini_yellow/body-leaning-def-1.png",".png","1280","850","27923","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-crossed-5.png",".png","1280","850","95851","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-leaning-def-left-def-10.png",".png","1280","850","52157","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-leaning-def-right-def-10.png",".png","1280","850","31261","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-leaning-def-right-def-5.png",".png","1280","850","32254","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-left-down-0.png",".png","1280","850","37920","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-left-rest-10.png",".png","1280","850","50707","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-right-down-0.png",".png","1280","850","36144","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-right-point-0.png",".png","1280","850","56304","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-right-restpoint-10.png",".png","1280","850","50991","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/arms-steepling-10.png",".png","1280","850","94797","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/body-def-0.png",".png","1280","850","85903","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/body-def-1.png",".png","1280","850","45406","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/body-leaning-def-0.png",".png","1280","850","69871","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_shuchiin_academy_uniform","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_shuchiin_academy_uniform/body-leaning-def-1.png",".png","1280","850","22017","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_sleeveless_turtleneck_black","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_sleeveless_turtleneck_black/body-def-0.png",".png","1280","850","75726","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_sleeveless_turtleneck_black","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_sleeveless_turtleneck_black/body-def-1.png",".png","1280","850","31858","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_sleeveless_turtleneck_black","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_sleeveless_turtleneck_black/body-leaning-def-0.png",".png","1280","850","80509","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_sleeveless_turtleneck_black","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_sleeveless_turtleneck_black/body-leaning-def-1.png",".png","1280","850","28722","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-crossed-5.png",".png","1280","850","52292","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-leaning-def-left-def-10.png",".png","1280","850","31643","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-leaning-def-right-def-5.png",".png","1280","850","31416","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-left-down-0.png",".png","1280","850","36755","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-left-rest-10.png",".png","1280","850","32228","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-right-down-0.png",".png","1280","850","37290","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-right-point-0.png",".png","1280","850","34897","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-right-restpoint-10.png",".png","1280","850","33274","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/arms-steepling-10.png",".png","1280","850","48253","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/body-def-0.png",".png","1280","850","115324","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/body-def-1.png",".png","1280","850","99780","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/body-leaning-def-0.png",".png","1280","850","121470","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_park","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_park/body-leaning-def-1.png",".png","1280","850","94120","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-crossed-5.png",".png","1280","850","52292","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-leaning-def-left-def-10.png",".png","1280","850","31643","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-leaning-def-right-def-5.png",".png","1280","850","31416","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-left-down-0.png",".png","1280","850","36755","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-left-rest-10.png",".png","1280","850","32228","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-right-down-0.png",".png","1280","850","37290","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-right-point-0.png",".png","1280","850","34897","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-right-restpoint-10.png",".png","1280","850","33274","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/arms-steepling-10.png",".png","1280","850","48253","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/body-def-0.png",".png","1280","850","140698","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/body-def-1.png",".png","1280","850","127273","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/body-leaning-def-0.png",".png","1280","850","144818","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_tshirt_jurassic_world","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_tshirt_jurassic_world/body-leaning-def-1.png",".png","1280","850","118086","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_vcut_crossed_straps_tanktop_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_vcut_crossed_straps_tanktop_white/body-def-0.png",".png","1280","850","65613","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_vcut_crossed_straps_tanktop_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_vcut_crossed_straps_tanktop_white/body-def-1.png",".png","1280","850","31920","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_vcut_crossed_straps_tanktop_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_vcut_crossed_straps_tanktop_white/body-leaning-def-0.png",".png","1280","850","70146","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/briaryoung_vcut_crossed_straps_tanktop_white","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/briaryoung_vcut_crossed_straps_tanktop_white/body-leaning-def-1.png",".png","1280","850","24679","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-crossed-10.png",".png","1280","850","7274","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-crossed-5.png",".png","1280","850","112691","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-leaning-def-left-def-10.png",".png","1280","850","56406","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-leaning-def-right-def-10.png",".png","1280","850","35787","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-leaning-def-right-def-5.png",".png","1280","850","47302","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-left-down-0.png",".png","1280","850","34386","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-left-rest-10.png",".png","1280","850","55582","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-right-down-0.png",".png","1280","850","35706","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-right-point-0.png",".png","1280","850","84893","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-right-restpoint-10.png",".png","1280","850","59985","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/arms-steepling-10.png",".png","1280","850","106595","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/body-def-0.png",".png","1280","850","129850","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/body-def-1.png",".png","1280","850","24345","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/body-leaning-def-0.png",".png","1280","850","129112","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/def","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/def/body-leaning-def-1.png",".png","1280","850","22506","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-crossed-5.png",".png","1280","850","56473","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-leaning-def-left-def-10.png",".png","1280","850","27208","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-leaning-def-right-def-5.png",".png","1280","850","33576","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-left-down-0.png",".png","1280","850","34018","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-left-rest-10.png",".png","1280","850","21143","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-right-down-0.png",".png","1280","850","36673","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-right-point-0.png",".png","1280","850","27069","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-right-restpoint-10.png",".png","1280","850","23445","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/arms-steepling-10.png",".png","1280","850","39649","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/body-def-0.png",".png","1280","850","65283","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/body-def-1.png",".png","1280","850","30002","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/body-leaning-def-0.png",".png","1280","850","62620","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_green_dress","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_green_dress/body-leaning-def-1.png",".png","1280","850","21342","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-crossed-10.png",".png","1280","850","33556","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-crossed-5.png",".png","1280","850","177857","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-leaning-def-left-def-10.png",".png","1280","850","89987","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-leaning-def-right-def-10.png",".png","1280","850","54268","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-leaning-def-right-def-5.png",".png","1280","850","64840","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-left-down-0.png",".png","1280","850","65322","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-left-rest-10.png",".png","1280","850","80633","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-right-down-0.png",".png","1280","850","60687","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-right-point-0.png",".png","1280","850","101530","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-right-restpoint-10.png",".png","1280","850","85397","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/arms-steepling-10.png",".png","1280","850","151806","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/body-def-0.png",".png","1280","850","190812","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/body-def-1.png",".png","1280","850","34374","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/body-leaning-def-0.png",".png","1280","850","154037","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_hoodie_green","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_hoodie_green/body-leaning-def-1.png",".png","1280","850","33709","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-crossed-10.png",".png","1280","850","7672","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-crossed-5.png",".png","1280","850","95020","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-leaning-def-left-def-10.png",".png","1280","850","53692","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-leaning-def-right-def-10.png",".png","1280","850","26952","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-leaning-def-right-def-5.png",".png","1280","850","101906","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-left-down-0.png",".png","1280","850","39059","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-left-rest-10.png",".png","1280","850","47150","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-right-down-0.png",".png","1280","850","43885","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-right-point-0.png",".png","1280","850","54090","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-right-restpoint-10.png",".png","1280","850","45149","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/arms-steepling-10.png",".png","1280","850","82330","Useful for wardrobe/outfit variants in GUI."
"character_clothes_layers","c/finale_jacket_brown","Clothing layers and outfit variants","MAS/game/mod_assets/monika/c/finale_jacket_brown/body-def-0.png",".png","1280","850","136587","Useful for wardrobe/outfit variants in GUI."
